,position,company,city,compensation_min,compensation_max,compensation_currency
330,Middle Data Scientist/Middle Python Developer, The Skolkovo Institute of Science and Technology,Москва,,,
331,Senior Data Scientist, Grid Dynamics,"Санкт-Петербург, Горьковская",,,
332,Data scientist (SAS), Diamond Personnel R&C,Москва,,,
333,Data Scientist, EY (Эрнст энд Янг),Москва,,,
334,Data Scientist в R&D центр (анализ текстов), ГК «ВИЗАВИ Консалт»,Сочи,110000.0,130000.0,RUB
335,Data scientist, МСП Банк,Москва,,,
336,Senior Backend Developer/Data Scientist в Команду Performance Advertising, ВКонтакте,Москва,,,
337,Бизнес-аналитик/Data Scientist, Компания ЛБР,"Минск, Академия наук",,,
338,Data Scientist (голосовые технологии), Тинькофф,Новосибирск,,,
339,Аналитик/Data Scientist, Сбербанк для экспертов,Москва,,,
340,Data Scientist, NOVARDIS,Санкт-Петербург,,,
341,Data engineer (Big Data team), DINO Systems,Санкт-Петербург,,,
342,Data Scientist (специалист по предиктивной аналитике),ООО Интеллектика,Ростов-на-Дону,,,
343,Руководитель направления по анализу данных (Data scientist), Сбербанк для экспертов,Москва,,,
344,Go-To-Market Data Analyst, Miro (экс-RealtimeBoard),Пермь,,,
345,Deep Learning/Computer Vision Engineer, ISS,Москва,,,
346,Senior Data Scientist, Самокат (ООО Умное пространство),"Санкт-Петербург, Петроградская",,,
347,Data scientist (Нижний Новгород), ANCOR FinTech,Новосибирск,,,
348,Data scientist (платформа рекомендательных систем), Сбербанк для экспертов,Москва,,,
349,Senior Data Scientist/Team Lead (anti-fraud), ЦИАН ГРУПП,"Москва, Преображенская площадь",,,
350,ML Engineer/ Data Scientist," «РОСБАНК, Societe Generale Group», с опытом работы","Москва, Комсомольская и еще 2 ",,,
351,Data Scientist, Сбербанк для экспертов,Москва,,,
352,"Data Scientist в R&D центр (временные ряды, классические методы машинного обучения)", ГК «ВИЗАВИ Консалт»,Сочи,110000.0,130000.0,RUB
353,Data Scientist в R&D центр в Сочи (анализ текстов), ГК «ВИЗАВИ Консалт»,Москва,110000.0,130000.0,RUB
354,Data Scientist (myTracker)," Mail.Ru Group, Решения для бизнеса","Москва, Аэропорт",,,
355,Data Scientist, Леруа Мерлен. Центральный офис,Москва,,,
356,Senior Data scientist, Сбербанк для экспертов,Москва,,,
357,Senior Data Scientist (Ценообразование), Сбербанк для экспертов,Санкт-Петербург,,,
358,Data scientist intern, Publicis Groupe,"Москва, Белорусская",,,
359,Python Developer/Data Scientist for a Swiss Startup, Assaia International AG,Санкт-Петербург,2000.0,3600.0,RUB
360,Senior Go-to-Market Data Analyst, Miro (экс-RealtimeBoard),Пермь,,,
361,Аналитик скоринга / Data Scientist, МигКредит,"Москва, Молодежная",80000.0,,RUB
362,BI Analyst/Аналитик Данных, Click,"Санкт-Петербург, Петроградская",,,
363,Data Scientist, Сибур,Нижний Новгород,,,
364,Senior Data Scientist (Команда знаний), Сбербанк для экспертов,Санкт-Петербург,,,
365,"Data Scientist в R&D центр в Сочи (временные ряды, классические методы машинного обучения)", ГК «ВИЗАВИ Консалт»,Москва,110000.0,130000.0,RUB
366,Data scientist, Сибур,Томск,,,
367,Senior Data Scientist, ЛАНИТ-ТЕХНОЛОГИИ,Москва,,,
368,R&D Analyst/Data scientist, IPONWEB Ltd (UK),Москва,,,
369,Data Scientist, Северсталь. Управляющая компания,"Москва, Войковская",,,
370,Data Scientist (анализ контента), i-FREE,Санкт-Петербург,,,
371,Data Scientist sas SberNBA Кредитные карты, Сбербанк для экспертов,Москва,,,
372,Senior Backend Developer/Data Scientist в Команду Performance Advertising, ВКонтакте,Санкт-Петербург,,,
373,Senior Data Science Engineer, Wrike,Санкт-Петербург,,,
374,Data Scientist," МАГНИТ, Розничная сеть",Москва,,,
375,Ведущий аналитик данных (Senior Data Scientist),ООО Гудфокаст,"Москва, Калужская",,,
376,Data Scientist, JetBrains,"Москва, Белорусская",170000.0,,RUB
377,Старший аналитик/Data Scientist в продуктовую аналитику," Mail.Ru Group, E-commerce",Москва,,,
378,Data Scientist (клиентская аналитика),"ПАО МегаФон, Digital",Москва,,,
379,Инженер по обработке данных / Data Engineer, Сбербанк для руководителей,Москва,,,
380,Data Scientist, Сибур,Москва,,,
381,Аналитик данных (SQL), Сбербанк для экспертов,Санкт-Петербург,170000.0,,RUB
382,Программист-математик (инженер),ЗАО Градиент,Казань,,,
383,Аналитик-разработчик (Data Scientist),ООО Джой Колс Групп,Москва,,,
384,"Стажер/Специалист (Data Scientist, Группа улучшения бизнес-технологии и ИТ)", EY (Эрнст энд Янг),"Москва, Павелецкая",,,
385,ML-инженер / Data Scientist, Интерсвязь,Челябинск,35000.0,80000.0,RUB
386,Аналитик SQL / Data Scientist, АльфаСтрахование,"Москва, Шаболовская",,,
387,Data Scientist, OZON.ru Разработка,Москва,,,
