,position,company,city,compensation_min,compensation_max,compensation_currency
333,Специалист по анализу данных (Data Scientist) г. Сочи, Отраслевой центр разработок и внедрения информационных систем / ОЦРВ,Санкт-Петербург,110000.0,150000.0,RUB
334,Специалист по анализу данных (Data Scientist) г. Сочи, Отраслевой центр разработок и внедрения информационных систем / ОЦРВ,Екатеринбург,110000.0,150000.0,RUB
335,Data scientist,ООО Специальный Технологический Центр,Санкт-Петербург,,,
336,Data Scientist, Сбербанк для экспертов,Пермь,,,
337,"Data scientist (ML разработчик, python)", Mindbox,"Москва, Белорусская и еще 1 ",140000.0,170000.0,RUB
338,Data scientist,ООО Тувэтрейд Технолоджи,"Москва, Новокузнецкая",,,
339,Data Scientist, Кадровое Агентство Уникальных Специалистов,"Москва, Технопарк",150000.0,,RUB
340,Data Scientist( NLP), Сбербанк для экспертов,Москва,,,
341,Geo and Petrophysical Instrumentation Scientist, Aramco Innovations,"Москва, Ломоносовский проспект",,,
342,Data engineer, Lamoda,Москва,,,
343,Исследователь в области машинного обучения и анализа данных, Университет ИТМО,"Санкт-Петербург, Василеостровская",100000.0,,RUB
344,Senior Data Scientist в NLP лабораторию СКБ Контур, СКБ Контур,Москва,,,
345,Ведущий исследователь данных (NLP), Сбербанк для экспертов,Москва,,,
346,Ведущий data scientist, Деловые Линии,"Санкт-Петербург, Звёздная и еще 2 ",,,
347,"Data scientist (ML-разработчик, python)", Star-staff,"Москва, Савеловская",150000.0,,RUB
348,Junior Data Scientist (математик-программист), Nicotech International,"Москва, Свиблово",,,
349,Data Scientist, Сбербанк для экспертов,Санкт-Петербург,,,
350,Senior Data Scientist,АО Рамакс Интернейшнл,"Москва, Павелецкая и еще 2 ",,,
351,Data Scientist/Data Statistician,АО Citibank,Москва,,,
352,Специалист по машинному обучению/Data Scientist (NLP), Университет ИТМО,"Санкт-Петербург, Василеостровская",,,
353,"Data Scientist, Voice Recognition (Маруся)"," Mail.Ru Group, Другое",Москва,,,
354,R&D Senior Scientist (Discovery & Applications),ООО PepsiCo,"Москва, Сокол",,,
355,Data Scientist (Дивизион `Забота о клиентах` ), Сбербанк для экспертов,Москва,,,
356,Senior Data Scientist, Леруа Мерлен. Центральный офис,"Москва, Шаболовская",,,
357,Data Scientist отдела аудита информационных технологий, Сбербанк для экспертов,Санкт-Петербург,,,
358,Исследователь данных (Data Scientist), IBS,Нижний Новгород,,,
359,Data Scientist,ООО Агентство ПРОФИ,Сочи,150000.0,,RUB
360,Deep Learning Scientist (Neural NLP/TTS/ASR),АО РБ Текнолоджи,"Москва, Парк культуры",,,
361,Data Scientist/Программист Computer Vision, Ай-Теко (I-Teco),Москва,,,
362,Data Scientist в Корпоративно-Инвестиционный Блок Банка, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 ",,,
363,Junior Data Scientist, Туту.ру,Москва,,,
364,Data Scientist, Persona.ly,Новосибирск,,,
365,Старший аналитик (машинное обучение)/Team Lead Data scientist, Ингосстрах,"Москва, Улица 1905 года",,,
366,Data Scientist (клиентская аналитика),"ПАО МегаФон, IT",Екатеринбург,,,
367,Аналитик (Big Data), Платформа ОФД,"Москва, Спортивная и еще 1 ",,,
368,MIDDLE DATA SCIENTIST, Сбербанк для экспертов,Москва,,,
369,Data Scientist, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 ",,,
370,Data scientist (Нижний Новгород), ANCOR FinTech,Челябинск,,,
371,Senior Data Scientist (Python), Nielsen,"Москва, Тушинская",,,
372,Data Scientist,ООО ЭдСервер,"Санкт-Петербург, Петроградская",,,
373,Data Scientist (Big Data),"ПАО «МТС»,IT","Москва, Технопарк",,,
374,Исследователь пользователей в команду Big Data, QIWI,"Москва, Чертановская",,,
375,Data Scientist (Analyst), ГБУ МО МОМИАЦ,"Москва, Мякинино",,,
376,Data scientist (Нижний Новгород), ANCOR FinTech,Ульяновск,,,
377,Аналитик данных / Data scientist," Унистрой, Управляющая компания",Казань,,,
378,ML Engineer / Data Scientist, Правовед.RU,"Санкт-Петербург, Московские ворота",,,
379,Data scientist, Сибирская генерирующая Компания УК,Москва,,,
380,Data scientist (Нижний Новгород), ANCOR FinTech,Пермь,,,
381,Data Scientist (специалист по анализу данных),ООО Shortest Track,Новосибирск,30000.0,120000.0,RUB
382,Data Scientist, Talents In Games,Минск,,,
383,Senior Data scientist (Нижний Новгород), ANCOR FinTech,Самара,,,
384,Senior Data Scientist, Сбербанк для экспертов,Москва,,,
385,Руководитель направления/бизнес-аналитик (Data scientist),АО ДОМ.РФ,"Москва, Арбатская",,,
386,Team-Lead/Senior data scientist,"ПАО МегаФон, Офис",Москва,,,
387,Data scientist - аналитик данных (CRM),ПАО БАНК УРАЛСИБ,Москва,,,
388,Data Scientist/Algorithms engineer, Antal Russia,"Москва, Выставочная",,,
389,Middle data scientist на Диалоговые системы, Тинькофф,"Москва, Водный стадион",,,
390,MIDDLE DATA SCIENTIST (NLP/NER), Сбербанк для экспертов,Москва,,,
391,Senior Data Scientist (рекомендательные системы), Тинькофф,"Москва, Водный стадион",,,
392,Специалист по машинному обучению (Data scientist),ООО РН-БашНИПИнефть,Уфа,,,
393,Data Scientist (Predictive Analytic Solutions)," Mail.Ru Group, Другое","Москва, Аэропорт",,,
394,Data Scientist (отдел противодействия мошенничеству), Эквифакс Кредит Сервисиз,"Москва, Комсомольская",,,
395,Data scientist (Нижний Новгород), ANCOR FinTech,Санкт-Петербург,,,
